text,translation,target
"@fadedmoon wow. i will need to adjust my sleep. or just wake up like this. at odd times.  well i do that anyway, its how i roll hehe ","@fadedmoon wow. va trebui să-mi ajustez somnul. sau pur și simplu să mă trezesc așa. la ore ciudate. oricum fac asta, așa sunt eu hehe",4
"@torilovesbradie definitely, or even just &quot;i'll call you&quot;, they never do  how was ur day? xx","@torilovesbradie cu siguranță, sau chiar doar ""te voi suna"", ei niciodată nu o fac cum a fost ziua ta? xx",0
"@GreyEyes No FF for me this week as Im only working half day and no iron  and, Timeonline is due by noon today (Sat shift is on this pay)","@GreyEyes Fără FF pentru mine săptămâna aceasta deoarece lucrez doar jumătate de zi și nu am fier și, Timeonline trebuie trimis până la prânz astăzi (schimbul de sâmbătă este în această plată)",0
Just met a friend I like! She's one of my friends I went to Franbe with   Talking with her made me happy.,Tocmai am întâlnit o prietenă care îmi place! Ea este una dintre prietenele cu care am mers la Franbe. Vorbind cu ea m-a făcut fericit.,4
Just came back from watching my brothers play seven hours of volleyball with @jacquelinecano &amp; Alex Smith.  Fun but very long and tiring.,Tocmai m-am întors de la vizionarea a șapte ore de volei jucat de frații mei cu @jacquelinecano & Alex Smith. Amuzant dar foarte lung și obositor.,4
@TheSUPERGIRL Maybe ill make a video and show ya what this beautiful place is all about ,@TheSUPERGIRL Poate că voi face un videoclip și îți voi arăta despre ce este acest loc frumos,4
"@itsconcon Lol, that's what i do too, just travel to school everyday, and fridays and weekends off ","@itsconcon Lol, asta fac și eu, doar călătoresc la școală în fiecare zi, iar vineri și weekendurile sunt libere",4
@Mennard You're welcome...most enjoyable to read  x,@Mennard Cu plăcere...foarte plăcut de citit  x,4
Everyone's talking about the goodies at #BEA09.  I wanna be there.  ,Toată lumea vorbește despre bunătățile de la #BEA09. Aș vrea să fiu acolo.,0
Just spent a frustrating 3hrs getting 3.0. Does anyone know how to get my apps back in line? They are scattered across 11 pages ,Am petrecut 3 ore frustrante pentru a obține 3.0. Știe cineva cum să-mi pun aplicațiile în ordine? Sunt răspândite pe 11 pagini,0
Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,"Am terminat Ziua 2 din retragerea de 3 zile. Conținut bun, dar fără acces la internet și aproape de Polul Nord. Trebuie să conduc mașina în loc să merg cu bicicleta",0
@everabstract We're having Leeky Linguine with shrimp and sour dough bread on the side. It's super easy to cook and tastes delicious ,@everabstract Avem Linguine cu praz și creveți și pâine de secară alături. Este foarte ușor de gătit și are un gust delicios,4
"@Linkey obviors, al desayuno  oye, british, te quedan 3 meses en Shile!","@Linkey evident, la micul dejun  hei, britanicule, mai ai 3 luni în Chile!",4
@JeepGirlYJ94 I broke my arm ,@JeepGirlYJ94 Mi-am rupt brațul,0
ahaha muy bueno http://bit.ly/NXMY7  the lion sleep tonight ,ahaha foarte bun http://bit.ly/NXMY7 leul doarme azi-noapte,4
@fattysammy Is perfectly cooked and delicious not an option? ,@fattysammy Este gătit perfect și delicios o opțiune?,4
Them` long` nuong ,Them` long` nuong,0
@laurasap Still Learning... But Always Want To Rock! Whoot! hehe  LOL,@laurasap Încă învăț... Dar mereu vreau să mă distrez! Whoot! hehe LOL,4
Mojitos are really good.  Hanging out with the Covas family for Brittaney's graduation.  ,Mojito-urile sunt foarte bune. Stau cu familia Covas pentru absolvirea lui Brittaney.,4
"@EsmeCullenRPG @AliceCullenRPG Off to hunt, ladies! See you later. (OOC: doc appt and work time  I'll be on around 4 my time!)","@EsmeCullenRPG @AliceCullenRPG Plecăm la vânătoare, doamnelor! Ne vedem mai târziu. (OOC: programare la doctor și timp de lucru Voi fi online în jur de ora 4 a mea!)",0
@emilypoe Thanks!  ,@emilypoe Mulțumesc!,4
@Leslie2823 I still have the blackjack ,@Leslie2823 Încă mai am blackjack-ul,4
@RoodKid Ahhh  I loves you too david!!  xxxxxx Miss You ,"@RoodKid Ahhh Te iubesc și eu, David!! xxxxxx Mi-e dor de tine",0
@brigittepicot LOL exercise yes. brain gym. yes i did ,"@brigittepicot LOL exerciții da. gimnastică cerebrală. da, am făcut",4
Buon giorno! After a marathon day yesterday - I don't think the jet lag will be too bad. Coconut gelato is currently my favorite flavor ,Buon giorno! După o zi maraton ieri - nu cred că jet lag-ul va fi prea rău. Gelato de cocos este momentan aroma mea preferată,4
@BT Aaaaaaaah that sounds Mental ,@BT Aaaaaaaah sună nebun,4
@jemappellekim it all got a bit messy. When are you back in Melb? Just about to board flight to Adelaide ,@jemappellekim totul a devenit un pic haotic. Când te întorci în Melb? Chiar acum urmează să îmbarc pe zborul spre Adelaide,0
@missandree  thanks!  i'm happy with how it turned out,@missandree  mulțumesc! sunt fericită de cum a ieșit,4
@mileycyrus i voted for you! hope you win some great awards! good luck!!! and praying for you!!! ,@mileycyrus am votat pentru tine! sper să câștigi niște premii grozave! noroc!!! și îți țin pumnii!!!,4
my replies are soooo slow!!! ,răspunsurile mele sunt atât de încet!!!,0
"@1225491 That's SO not cool  I am sorry for you. As a Portuguese-Canadian woman, I would like to offer my apologies for her.","@1225491 Asta nu e deloc cool. Îmi pare rău pentru tine. În calitate de femeie portugheză-canadiană, aș dori să-mi cer scuze în numele ei.",0
Waiting for the call.. Nervous.. Anndd I wanna go back 2 sleep. Gotta work tonight ,Aștept apelul... Nervos... Și aș vrea să mă întorc la somn. Trebuie să lucrez diseară,0
iPhone SDK &amp; I are going to become friends today. Even if it kills me ,SDK-ul iPhone și cu mine o să devenim prieteni astăzi. Chiar dacă asta mă omoară,4
3 cheers for losing the cell phone charger cable ,3 urări pentru pierderea cablului încărcătorului de telefon mobil,0
so we came in fourth place for trivia. oh well. ,"așa că am ieșit pe locul patru la trivia. oh, bine.",0
"@Nonicam that classic help desk response-turn it off, turn it on again! Glad it works now ","@Nonicam răspunsul clasic de la help desk - oprește-l, pornește-l din nou! Mă bucur că acum funcționează",4
@susanforshner  that exciting huh!!,"@susanforshner  atât de palpitant, nu?!",4
@colinbaylen you guys! ,@colinbaylen voi doi!,4
@CashCapone now cash u kno I'm not a hater.....jus upset I don't have my update yet ,"@CashCapone acum, Cash, știi că nu sunt o invidioasă... doar supărată că nu am primit încă actualizarea",0
"im soooo bored right now.,.,.,!! ","sunt atât de plictisită acum.,.,.,!!",0
"LiLo might be looking for a british best friend, i wanted to be Paris's But they said i was to young  boohoo","LiLo s-ar putea să caute un prieten britanic, eu voiam să fiu a lui Paris, dar au spus că sunt prea tânără  boohoo",0
Whew my body is mad about tha workout... I think ill nap when I get home. Its still raining ,"Uf, corpul meu e supărat după antrenamentul acela... cred că o să dorm când ajung acasă. Încă plouă",0
@ cheskalabbyu  thanks for following  take care â¥,@cheskalabbyu  mulțumesc pentru urmărire  ai grijă ♥,4
is enjoying the beginning of her summer ,se bucură de începutul verii ei,4
"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too ","@GimmeTOKYO asta... arată destul de cool, vreau și eu să joc",0
"is tired of putting forth soooo much effort, and getting nothing in return. ",sunt obosită să depun atât de mult efort și să nu primesc nimic în schimb.,0
@GeezusHaberdash Awww   I told you when I would change it. I suggest you try to get in touch w/ Dre's people. LOL,@GeezusHaberdash Awww  ți-am spus când o să schimb asta. Sugerez să încerci să iei legătura cu oamenii lui Dre. LOL,0
@Myke329 MAD LATE But GOOD LUCK ,@Myke329 ÎNTÂRZIAT DAR NOROC BUN,4
'It Ain't Over 'Til It's Over'  â« http://blip.fm/~7f4b7,'Nu s-a terminat până nu s-a terminat' ♫ http://blip.fm/~7f4b7,4
"the new moon teaser is great, it must be the new director ; ) jacob is a hottie now! i wanna see the rest of the wolfpack though ","teaserul noului film Luna Nouă este grozav, trebuie să fie noul regizor ; ) jacob este acum un băiat atrăgător! vreau să văd restul găștii de lupi",4
@Osoyb On our birthday i am definatly coming down to regina n we will party it up    cant wait haha ,"@Osoyb De ziua noastră cu siguranță vin în Regina și o să petrecem la maxim, abia aștept haha",4
"It's 8.40 am, and I have already finished my first half hour of work. Don't know how I did it, brain is still half asleep. ","Sunt 8.40 dimineața și am terminat deja prima jumătate de oră de muncă. Nu știu cum am reușit, creierul este încă pe jumătate adormit.",0
@threelittletree bummer ,@threelittletree păcat,0
"Does your skin care routine keep away redness, wrinkles, and acne? Mine does.      www.votrevu.com/socalbeauty  Want FREE samples?","Rutina ta de îngrijire a pielii ține departe roșeața, ridurile și acneea? A mea da. www.votrevu.com/socalbeauty Vrei mostre GRATUITE?",4
back from the blood test now i get 2 eat ,"înapoi de la analizele de sânge, acum pot să mănânc",4
@goodlemax hee yepp i have to go to cottage soon  grr.,"@goodlemax hee da, trebuie să merg la cabană în curând grr.",0
WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....,Ce naiba?! niciun kilogram pierdut de când am renunțat la dieta cu lămâie!!!! e nasol....,0
@SkiptheZip Thanks.  Hahah well hopefully your internet gets fixed soon...,"@SkiptheZip Mulțumesc. Hahah, sper că îți va fi reparată curând conexiunea la internet...",4
Still cant believe that i'm in Smd! ,Încă nu pot să cred că sunt în Smd!,4
can't find anything nice to wear to da beach ,nu găsesc nimic frumos de purtat la plajă,0
"ooooo that sandwich I had just isn't sitting well.....Haven't felt good at all today, shouldn't of eaten ","ooooo sandvișul acela pe care l-am mâncat nu îmi face bine deloc.....Nu m-am simțit bine deloc astăzi, nu ar fi trebuit să mănânc",0
@riellaelise OH MY FREAKING GOD I HATE YOU ,"@riellaelise OH DUMNEZEU, TE URĂSC",0
Now in line for the famous Leng Kee Beef Kuay Teow! 11ppl ahead of me  But fr experience it's always been worth the wait!,"Acum stau la coadă pentru celebrul Leng Kee Beef Kuay Teow! 11 persoane înaintea mea Dar din experiență, a meritat întotdeauna așteptarea!",0
noooooooo movie6.net is being shut down due to 'legal issues'. ,nuuuuuuu movie6.net este închis din cauza 'problemelor legale'.,0
"Sitting at work, waiting for the Receptionist to get off lunch so I can go to my dental    I hate it!","Stau la serviciu, aștept ca recepționera să se întoarcă de la prânz ca să pot merge la dentist Urăsc asta!",0
@mitchelmusso Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!! ,"@mitchelmusso Mitchel, nu ai idee cât de mult aș vrea să te sun!! dar costă mult să sun din Anglia!!!",0
"and after all, you're my wonderwall ","și în final, ești minunea mea",4
@jaystewart o_O how could you do that? I feel sick too. Some undiserving person got an apple product. ,@jaystewart o_O cum ai putut să faci asta? Mă simt și eu rău. O persoană neîndreptățită a primit un produs Apple.,0
Today shall be great ,Astăzi va fi minunat.,4
my nose has slowly gotten more runny throughout the day... am I getting sick? ,nasul meu a început să curgă tot mai mult pe parcursul zilei... oare mă îmbolnăvesc?,0
@nerdseyeview oh.my.goodness. I have been saying &quot;prophetess&quot; for years. I think I even screamed it at a concert. SO EMBARRASSED! ,"@nerdseyeview oh.dumnezeule. Am spus ""prophetess"" ani de zile. Cred că chiar am strigat asta la un concert. ATÂT DE JENANT!",4
@Elijahbutterz got any pics of the whole jacket? ,@Elijahbutterz ai poze cu geaca întreagă?,4
"reading a few chapters of choke, sleep, work. i still feel like shit. ","citind câteva capitole din ""Choke"", dorm, lucrez. tot mă simt rău.",0
help! I'm getting addicted to twitter... working at twitting at the same time ,ajutor! Mă îndrăgostesc de Twitter... lucrez și twit-uiesc în același timp.,4
Why are my followers fluc-tu-ting? should my tweets bring more bling? ,De ce fluctuează numărul meu de urmăritori? ar trebui ca tweet-urile mele să aducă mai mult strălucire?,0
@chloemichelle15 Yeahhh :'D I can't wait!â¥ â¥ But that's way in July ,"@chloemichelle15 Da :'D Abia aștept!â¥ â¥ Dar e peste mult timp, în iulie.",0
@amytheallen no... 19  I'd assume they'd check if I actually DID win something,@amytheallen nu... 19. Aș presupune că ar verifica dacă chiar AM câștigat ceva.,0
i wanna take a nap nap but i can't can't because of prom hair  sad,"aș vrea să fac o siestă, dar nu pot pentru că am părul pentru bal.",0
@YungCEO now I am ,@YungCEO acum sunt.,4
"@Lady_Twitster Hey Lady, how you been??? ","@Lady_Twitster Hei Lady, cum ai fost???",4
@pedroaugusto that was uncalled for ,@pedroaugusto asta a fost nepotrivit.,0
"Don't like killing my own kind, but tha git wouldn't shut hs trap! Now ta drink in peace!  almost wish Dru was at my side. ","Nu-mi place să omor propria specie, dar acel ticălos nu voia să-și țină gura! Acum să beau în liniște! aproape că mi-aș dori ca Dru să fie lângă mine.",0
Observation after 24 hours of Russia.  I think they like being pessimistic here  #rusland2009,Observație după 24 de ore petrecute în Rusia. Cred că le place să fie pesimiști aici #rusland2009,4
"@zownder Fun, my daughter also lead her CS team  I love girl gamers!!!","@zownder distractiv, fiica mea conduce și ea echipa de CS. Iubesc gamerii fete!",4
Has a really soar throat!  it hurts to breath n swallow ,Am o durere foarte puternică în gât! mă doare să respir și să înghit.,0
@lacedwithlacy ,@lacedwithlacy,4
@streetkingpin  wish I was there!,@streetkingpin aș fi vrut să fiu acolo!,0
"I guess I should dye my hair tonight, since @herrea made it painfully clear to me that my roots are showing.  ","Cred că ar trebui să-mi vopsesc părul în seara asta, deoarece @herrea mi-a făcut clar că mi se văd rădăcinile.",4
@spyn Yeah they are quite uncommon. I only know of them thanks to Gran Turismo ,"@spyn Da, sunt destul de neobișnuite. Le cunosc doar datorită lui Gran Turismo.",4
@VasiVallis Vienna Bounce  *bounce-bounce*,@VasiVallis Viena Bounce *sărit-sărit*,4
so bored! ,atât de plictisitor!,0
@michaelkyker we did pretty well. We had people all day and made about $160. We are going to have another one in 2 weeks. ,@michaelkyker ne-am descurcat destul de bine. Am avut oameni toată ziua și am făcut aproximativ 160 $. Vom mai avea unul peste 2 săptămâni.,4
"Watched He's Just Not That Into You and Slumdog Millionaire. Enjoyed both, the latter more though. ","Am văzut „El nu este atât de interesat de tine” și „Slumdog Millionaire”. Mi-au plăcut ambele, dar mai mult ultimul.",4
@mileycyrus What do you do when you like a girl but are afrad to ask them out? I've never had a girlfriend yet ,"@mileycyrus Ce faci când îți place o fată, dar îți este frică să o inviți în oraș? Nu am avut niciodată o prietenă până acum.",0
loving the new tat but hating no pool for a week ,iubind noul tatuaj dar urăsc că nu pot merge la piscină o săptămână,0
@imcute519 grr I know!!! And especially m/u tutorials. It's like damn! I just put all this on for no reason ,"@imcute519 grr știu!!! Și în special tutorialele de machiaj. E ca și cum, Doamne! Am pus toate astea pe mine degeaba",0
I guess @mikeyway mad at me because my message to him.He made update a little .I felt guilty myself about .hope im wrong about my thought ,Cred că @mikeyway e supărat pe mine din cauza mesajului meu către el. A făcut o mică actualizare. M-am simțit vinovat pentru asta. Sper că mă înșel în gândurile mele.,0
@JACKtheTRIPPER hi sweet pea. ,@JACKtheTRIPPER salut draga mea.,4
"@abba_ks @suzzzanna I was having awful dream that husband &amp; I were getting remarried, but everything was going wrong at wedding. ","@abba_ks @suzzzanna am avut un coșmar groaznic în care soțul și cu mine ne căsătoream din nou, dar totul mergea prost la nunta noastră.",0
@MomoFali that sucks ...sorry not that it helps ,"@MomoFali ce nasol...scuze, nu că ar ajuta",0
I am craving for japanese food ,Mi-e poftă de mâncare japoneză,0
I'm tryin to play hookie from work but my boss keeps callin my cell!! LOL! ,Încerc să mă sustrag de la muncă dar șeful meu continuă să-mi sune telefonul!! LOL!,0
ugh sO far day has started Off bad  hOpe it gets better,ugh până acum ziua a început prost sper să se îmbunătățească,0
just finished bade..... surfing online... nutn much to do ,tocmai am terminat bade... navigând pe internet... nimic special de făcut,0
Omg i want food! I'm gonna be here forever. ,Omg vreau mâncare! O să stau aici pentru totdeauna.,0
Night all. Only 5 hours of sleep last night &amp; I was cranky ALL day. Short with everyone. Tomorrow I shall have more patience &amp; bk 2 me ,Noapte bună. Doar 5 ore de somn aseară și am fost irascibil toată ziua. Scurt cu toată lumea. Mâine voi avea mai multă răbdare și voi fi din nou eu,4
not feeling so good anymore after that ride ,nu mă simt prea bine după acea plimbare,0
going outt for supper tn(:    Happy Mothers Dayy ,"Mergem la cină în seara asta(: La mulți ani, Mamă!",4
i still don't understand you n what is going on (sigh) esp w/all ur confusing &quot;i miss u crap.&quot; i am pissed n in love w/u at the same time ,"Încă nu te înțeleg și nu înțeleg ce se întâmplă (oftat), mai ales cu toată confuzia ta de ""mi-e dor de tine"". Sunt supărat și îndrăgostit de tine în același timp.",0
"i hope i dont fail, i hope i dont need my palmcards to much i am getting off sooon to practice ","Sper să nu dau greș, sper să nu am nevoie prea mult de notițele mele, mă pregătesc să plec în curând să exersez.",0
i hate sundays ,Urăsc duminicile.,0
"is getting ready for a day outside.  I should go out and mow the lawn, and then golfing this afternoon.  ","Mă pregătesc pentru o zi în aer liber. Ar trebui să ies să cos iarba, apoi să merg la golf după-amiază.",4
I won't get a chance to put in my FOB question in so I'm a little bummed but I'm watching Jim Gaffigan: King Baby so it's all good  BACON!,"Nu voi avea ocazia să pun întrebarea mea despre FOB, așa că sunt puțin dezamăgit, dar mă uit la Jim Gaffigan: King Baby, deci e în regulă. BACON!",4
Need To Start Revising Physics ,Trebuie să încep să revizuiesc fizica.,0
@Pensm Depends which side. Will be either 20&quot; or 31&quot; ,"@Pensm Depinde de ce parte. Va fi fie 20"", fie 31"".",4
Going to Tramici with her amazing boyfriend! I love you Ford! ,"Merg la Tramici cu iubitul ei uimitor! Te iubesc, Ford!",4
@HaikuKitten The brew looks delicious!  ,@HaikuKitten Berea arată delicios!,4
@TreeYourWorld shame! and you're so close to launching  oh well the munney grubbers come out when they see a good thing like the 'your',"@TreeYourWorld rușine! și ești atât de aproape de lansare. Oh, bine, speculanții de bani apar când văd o oportunitate bună ca ""al tău"".",0
This person behind cough like crazy on me. I hope I don't get the swine flu. Pray for me please. ,"Persoana aceasta din spatele meu tușește ca un nebun. Sper să nu iau gripa porcină. Rog pentru mine, te rog.",0
#inaperfectworld I would have one last chance ,#într-o lume perfectă aș avea o ultimă șansă.,0
Our red tail hawk has to go to a rehabilitater now ,Șoimul nostru cu coadă roșie trebuie să meargă acum la un reabilitator.,0
is playing around on facebook then im going out before i go to work .  x,Mă joc pe Facebook apoi ies înainte să merg la serviciu. x,4
"At first, I had my doubts that #nextMEDIA tech crowd could pull off the party at Aurora...but damn was I wrong! Goodnight everyone! ","La început, am avut îndoieli că mulțimea de tehnologie #nextMEDIA ar putea organiza petrecerea la Aurora... dar am greșit cu desăvârșire! Noapte bună tuturor!",4
@ironikfans thanks for the follow  x,@ironikfans mulțumesc pentru urmărire x,4
I just too my first breathalizer and passed. Yessss! ,Am făcut primul meu test de alcoolscop și am trecut. Yessss!,4
Nope... didn't make it ,Nu... nu am reușit.,0
@dinnerlady LOL! I love ur sense of humor! I'd better nevr let u find out bout my most embarrassing stuff. U'll nevr let me live it down! ,@dinnerlady LOL! Îmi place umorul tău! Mai bine nu aflu despre cele mai jenante lucruri ale mele. Nu mă vei lăsa să uit asta niciodată!,4
i feel like i'm still in 7th grade. i hate this leveling up thang. if only we can just fail schoool &amp; stay 7thgrade forevahhhhh ,Mă simt ca și cum aș fi încă în clasa a șaptea. Urăsc acest sistem de avansare. Dacă am putea doar să picăm școala și să rămânem în clasa a șaptea pentru totdeauna.,0
@justen_fong you fail  but i'll help you in math12 next year ,"@justen_fong tu picți, dar te voi ajuta la matematică anul viitor.",0
"@virtualmarketer thanks! ~ I just miss them, cause they are at work.... ","@virtualmarketer mulțumesc! ~ Mi-e dor de ei, pentru că sunt la serviciu...",0
getting all the writing off of mee. fun nightt ,Scăpând de toată scrisul de pe mine. Noapte distractivă.,4
Pity my cat. It's too warm for him. He keeps hiding in the shade.  Must suck to have fur on a day like this.,Îmi pare rău pentru pisica mea. Este prea cald pentru el. Se ascunde mereu în umbră. Trebuie să fie greu să ai blană într-o zi ca asta.,0
Off to explore Buffalo by foot ,Plecat să explorez Buffalo pe jos.,4
Goin to church. ,Merg la biserică.,4
"@Dansharon - chilling here, have to get back to chores ","@Dansharon - stau relaxat aici, trebuie să mă întorc la treburi.",0
@martinboz  didn't know you were watching the new Dr. Who - I like the show (and the  Dr.) too!,@martinboz nu știam că te uiți la noul Doctor Who - îmi place emisiunea (și Doctorul) și mie!,4
"@ktabin Exactly, which is why I suggested it. ","@ktabin Exact, de aceea am sugerat asta.",4
@gaudet2 I could tell the shading  - I didn't get any color  m/b the dolphin one I want to get - like that pic in the vid of my son?,"@gaudet2 am putut observa umbrirea - nu am primit nicio culoare, poate broasca țestoasă pe care vreau să o iau - ca în poza din videoclipul cu fiul meu?",0
7 killed in Tehran yesterday? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html  #IranElection,7 persoane ucise la Teheran ieri? http://edition.cnn.com/2009/WORLD/meast/06/16/iran.elections.protests/index.html #IranElection,0
@DonnieWahlberg Morning! Will you @jasonjmikemgmt be giving out tix to houston as well??  i want 2 make the trip &amp; there is sh*t left! ,"@DonnieWahlberg Bună dimineața! Voi, @jasonjmikemgmt, veți oferi bilete și pentru Houston?? Vreau să fac călătoria și nu mai este nimic disponibil!",0
im annoyd they hav blocked fmylife on the school computers ,Sunt enervat că au blocat fmylife pe computerele școlii.,0
@doshdosh sadly nothing is safe from spammers and/or marketers ,"@doshdosh din păcate, nimic nu este în siguranță împotriva spammerilor și/sau marketerilor.",0
@Volcompunk G'day mate ,"@Volcompunk Bună ziua, prietene.",4
Work sucks when your here all day ,Munca e nasoală când ești aici toată ziua.,0
"Oh, and did I meantion that I bought a Crackberry just after midnight?  Yeah.  Should be here tomorrow afternoon. ","Oh, și am menționat că mi-am cumpărat un Crackberry imediat după miezul nopții? Da. Ar trebui să ajungă mâine după-amiază.",4
@RowenaMace are you eating out?  Just posted some great restaurant deals (incl. free meals!)  http://is.gd/QsVG,@RowenaMace mănânci în oraș? Am postat câteva oferte grozave la restaurante (inclusiv mese gratuite!) http://is.gd/QsVG,4
http://twitpic.com/6ap6b - Oatmeal Raisin Cookies ,http://twitpic.com/6ap6b - Biscuiți cu ovăz și stafide.,4
@jiggalee obv i can't call you bc i lost my phone ,Nu te pot suna pentru că mi-am pierdut telefonul.,0
"@DanggItsDevin hahar, whaaat concert youu goiing too? man yourr lucky  youu couldnt go &amp;&amp; not geht me anything ahar. ",Trebuie să slăbesc.,0
need to lose weight ,"Întâlnirea a eșuat, nimic rezolvat. Va fi o săptămână dificilă.",0
"Meeting fail, nothing resolved. Going to be a rough week ",Plouă cu găleata... Și mașina mea curată este parcată afară în ploaie.,0
Its pourin wit rain... N my clean car is parked out in it ,În sfârșit am reușit să pun Twitterfon-ul în funcțiune.,0
@Mikelangren yeah normally i do when im out with my older cousins but my parents are just stricted! But im a junior! CLASS OF 10! ,"Merg la expoziția auto astăzi, abia aștept.",4
Finally got twitterfon up &amp; running ,Cred că am o infecție la ochi.,4
Going to the car show today cant wait ,La serviciu mă doare puțin capul din cauza gâtului! Urăsc când dorm prost!,4
"@SSnet dope track, but no download? ","Sunt atât de entuziasmat, să ai o zi fantastică.",0
@Raysa haha! you are soo right.   and... look where I am.,Premiile MTV nu sunt difuzate în zona mea.,0
i think i have an eye infection ,"Mulțumesc foarte mult, chiar vreau să aud comentariul lui! hahaha. Sunt aproape să termin de vizionat toate serialele lui Whedon. Sunt la episodul Spin t...",0
At work my head hurts a little due to my neck! I hate when I sleep wrong! ,,0
@Gracious_Grace omg!  How mean!  They're adorable!  ,,4
I will be changing the picture of the Flip Flops so you can ALL See what is on this Site so you can see the Products and Colors in there. ,,4
now holds the Guinness World Record fÃ'm one in 20 Million ,,4
I'm so excited  have a fantastic day,,4
"@DarleneVictoria Oh, I hope you and @KenaRoth don't have to wait that long either ",,4
 This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.,,0
MTV awards are not on in my area ,,0
@ItsTimCox Thanks so much  I just really wanna hear his commentary! hahaha  I'm almost done watching all TV Whedon. I'm up to Spin t ...,,4
@DinaAIE  sorry your saturday is not shaping up to be the best,Scuze că sâmbăta ta nu pare a fi cea mai bună.,0
found out about the earthquake on twitter.  didnt feel it one bit because i was driving ,Am aflat despre cutremur de pe Twitter. Nu l-am simțit deloc pentru că conduceam.,4
"@Personal__Jesus no more ben  it will be a bittersweet show, will you be there?","Nu mai e Ben, va fi un spectacol agridulce, vei fi acolo?",0
@waynebrady Happy Birthday!!!!  Hope you have an awesome day!!! ,La mulți ani!!!! Sper să ai o zi minunată!!!,4
@blitzmegaplex SWEEET! Now that's the kinda news I wanna hear  haha.,Dulce! Asta e genul de știri pe care vreau să le aud haha.,4
work again.... only 3 more days then 2 days of fun at the track ,Muncă din nou... mai sunt doar 3 zile apoi 2 zile de distracție la pistă.,4
"yay party tonite, tried getting ready for it last night but was so tired. it least i know what i am going to wear ","Yay, petrecere diseară, am încercat să mă pregătesc pentru ea aseară, dar eram atât de obosită. Cel puțin știu ce voi purta.",4
Movie day ,Zi de film.,4
"@basseyworld lol, no im not a &quot;logo designer person&quot; per se.. lol, but i happen to be good and everything but a pro at nothing.. ","Haha, nu sunt ""o persoană care proiectează logo-uri"" per se... haha, dar se întâmplă să fiu bună la tot, dar nu sunt expertă în nimic...",4
i love my life but i'm tired so i'm going to bed  goodnight twitter!,"Iubesc viața mea, dar sunt obosită așa că mă duc la culcare. Noapte bună, Twitter!",4
"@joshgrieve I take it back. You called me last week and I said no. You get a pass this time, but dont let it happen again ","Îmi cer scuze. M-ai sunat săptămâna trecută și am spus nu. Ai un pas liber de data asta, dar să nu se mai întâmple.",4
"At work, latte is now rushing through my veins  HELLLLOOOOOOO monday!","La muncă, latte-ul îmi curge acum prin vene. BUNĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂĂ",4
"@hipattack yeah, not good. ",,0
God damn we're all quite emotional right now involving NIN.. it's probably good I let some of it out at the PA show. ,,0
I have no idea who those blokes are  @DCbigpappa @dandyscopic  @wrhunt @downtheticket @DCBadger @jwtrautman  http://pikchur.com/aD9,,0
http://img117.imageshack.us/i/windchimezp4.jpg/ lol going through my imageshack.. i dont know where this wind chime is currently  sadface,,0
wow! could this get any better ,,0
@dmlcartel I agree... it doesn't match my eyes and it makes my skin tone look pale.  ,,4
im getting my wisdom teeth out tomorrrow ,,0
"I've been laying awake in the bed for a half hour, maybe it's time to get out off bed ",,4
redoing work is THE most depressing thing iv done all year   swainnyyy needs a hug,Refacerea muncii este cea mai deprimentă activitate pe care am făcut-o în acest an. Swainnyyy are nevoie de o îmbrățișare.,0
@yuhas9797 you betcha! too bad i dont get fuse ,@yuhas9797 sigur! Păcat că nu primesc fus.,0
Never went 2 sleep...  and i got class at 2... i need 2 do dis homework...errrr,Nu am dormit... și am cursuri la 2... trebuie să fac tema asta... errrr,0
@SteveStucker I am lost. Please help me find a good home. ,@SteveStucker Mă simt pierdut. Te rog ajută-mă să găsesc un cămin bun.,0
@AndreaGreer1 SOOO good seeing you ,@AndreaGreer1 A fost atât de plăcut să te văd!,4
man!! oh wellthis was wasted gas...i need a life and a new place of residency....Tay + company = me and the sofa.... ,"băi, am irosit benzină... am nevoie de o viață și de un nou loc de reședință... Tay + companie = eu și canapeaua...",0
is off to go and watch jaws 2 in my room so no internet damn ,"plec să văd Jaws 2 în camera mea, așa că nicio conexiune la internet, naiba.",0
"So I just watched the video by taylor swift &quot; you belong with me&quot; it's so cute, but happy ending don't happen that often ","Așa că tocmai am văzut videoclipul lui Taylor Swift ""You Belong with Me"", este atât de drăguț, dar finalurile fericite nu se întâmplă atât de des.",0
